day,cases,countriesAndTerritories,popData2019
23,131,Ethiopia,112078727
22,63,Ethiopia,112078727
21,399,Ethiopia,112078727
20,116,Ethiopia,112078727
19,195,Ethiopia,112078727
18,129,Ethiopia,112078727
17,109,Ethiopia,112078727
16,176,Ethiopia,112078727
15,179,Ethiopia,112078727
14,251,Ethiopia,112078727
13,245,Ethiopia,112078727
12,164,Ethiopia,112078727
11,170,Ethiopia,112078727
10,180,Ethiopia,112078727
9,136,Ethiopia,112078727
8,86,Ethiopia,112078727
7,129,Ethiopia,112078727
6,169,Ethiopia,112078727
5,150,Ethiopia,112078727
4,142,Ethiopia,112078727
3,87,Ethiopia,112078727
2,85,Ethiopia,112078727
1,109,Ethiopia,112078727
30,0,Falkland_Islands_(Malvinas),3372
29,0,Falkland_Islands_(Malvinas),3372
28,0,Falkland_Islands_(Malvinas),3372
27,0,Falkland_Islands_(Malvinas),3372
26,0,Falkland_Islands_(Malvinas),3372
25,0,Falkland_Islands_(Malvinas),3372
24,0,Falkland_Islands_(Malvinas),3372
23,0,Falkland_Islands_(Malvinas),3372
22,0,Falkland_Islands_(Malvinas),3372
21,0,Falkland_Islands_(Malvinas),3372
20,0,Falkland_Islands_(Malvinas),3372
19,0,Falkland_Islands_(Malvinas),3372
18,0,Falkland_Islands_(Malvinas),3372
17,0,Falkland_Islands_(Malvinas),3372
16,0,Falkland_Islands_(Malvinas),3372
15,0,Falkland_Islands_(Malvinas),3372
14,0,Falkland_Islands_(Malvinas),3372
13,0,Falkland_Islands_(Malvinas),3372
12,0,Falkland_Islands_(Malvinas),3372
11,0,Falkland_Islands_(Malvinas),3372
10,0,Falkland_Islands_(Malvinas),3372
9,0,Falkland_Islands_(Malvinas),3372
8,0,Falkland_Islands_(Malvinas),3372
7,0,Falkland_Islands_(Malvinas),3372
6,0,Falkland_Islands_(Malvinas),3372
5,0,Falkland_Islands_(Malvinas),3372
4,0,Falkland_Islands_(Malvinas),3372
3,0,Falkland_Islands_(Malvinas),3372
2,0,Falkland_Islands_(Malvinas),3372
1,0,Falkland_Islands_(Malvinas),3372
30,0,Faroe_Islands,48677
29,0,Faroe_Islands,48677
28,0,Faroe_Islands,48677
27,0,Faroe_Islands,48677
26,0,Faroe_Islands,48677
25,0,Faroe_Islands,48677
24,0,Faroe_Islands,48677
23,0,Faroe_Islands,48677
22,0,Faroe_Islands,48677
21,0,Faroe_Islands,48677
20,0,Faroe_Islands,48677
19,0,Faroe_Islands,48677
18,0,Faroe_Islands,48677
17,0,Faroe_Islands,48677
16,0,Faroe_Islands,48677
15,0,Faroe_Islands,48677
14,0,Faroe_Islands,48677
13,0,Faroe_Islands,48677
12,0,Faroe_Islands,48677
11,0,Faroe_Islands,48677
10,0,Faroe_Islands,48677
9,0,Faroe_Islands,48677
8,0,Faroe_Islands,48677
7,0,Faroe_Islands,48677
6,0,Faroe_Islands,48677
5,0,Faroe_Islands,48677
4,0,Faroe_Islands,48677
3,0,Faroe_Islands,48677
2,0,Faroe_Islands,48677
1,0,Faroe_Islands,48677
30,0,Fiji,889955
29,0,Fiji,889955
28,0,Fiji,889955
27,0,Fiji,889955
26,0,Fiji,889955
25,0,Fiji,889955
24,0,Fiji,889955
23,0,Fiji,889955
22,0,Fiji,889955
21,0,Fiji,889955
20,0,Fiji,889955
19,0,Fiji,889955
18,0,Fiji,889955
17,0,Fiji,889955
16,0,Fiji,889955
15,0,Fiji,889955
14,0,Fiji,889955
13,0,Fiji,889955
12,0,Fiji,889955
11,0,Fiji,889955
10,0,Fiji,889955
9,0,Fiji,889955
8,0,Fiji,889955
7,0,Fiji,889955
6,0,Fiji,889955
5,0,Fiji,889955
4,0,Fiji,889955
3,0,Fiji,889955
2,0,Fiji,889955
1,0,Fiji,889955
30,18,Finland,5517919
29,0,Finland,5517919
28,0,Finland,5517919
27,19,Finland,5517919
26,5,Finland,5517919
25,12,Finland,5517919
24,11,Finland,5517919
23,1,Finland,5517919
22,1,Finland,5517919
21,9,Finland,5517919
20,16,Finland,5517919
19,0,Finland,5517919
18,5,Finland,5517919
17,4,Finland,5517919
16,4,Finland,5517919
15,17,Finland,5517919
14,14,Finland,5517919
13,9,Finland,5517919
12,24,Finland,5517919
11,15,Finland,5517919
10,24,Finland,5517919
9,20,Finland,5517919
8,17,Finland,5517919
7,23,Finland,5517919
6,30,Finland,5517919
5,0,Finland,5517919
4,24,Finland,5517919
3,2,Finland,5517919
2,26,Finland,5517919
1,33,Finland,5517919
30,1324,France,67012883
29,0,France,67012883
28,0,France,67012883
27,1588,France,67012883
26,0,France,67012883
25,81,France,67012883
24,517,France,67012883
23,373,France,67012883
22,284,France,67012883
21,641,France,67012883
20,811,France,67012883
19,467,France,67012883
18,458,France,67012883
17,344,France,67012883
16,152,France,67012883
15,407,France,67012883
14,526,France,67012883
13,726,France,67012883
12,425,France,67012883
11,545,France,67012883
10,403,France,67012883
9,211,France,67012883
8,343,France,67012883
7,579,France,67012883
6,611,France,67012883
5,767,France,67012883
4,352,France,67012883
3,-766,France,67012883
2,338,France,67012883
1,257,France,67012883
30,0,French_Polynesia,279285
29,0,French_Polynesia,279285
28,0,French_Polynesia,279285
27,2,French_Polynesia,279285
26,0,French_Polynesia,279285
25,0,French_Polynesia,279285
24,0,French_Polynesia,279285
23,0,French_Polynesia,279285
22,0,French_Polynesia,279285
21,0,French_Polynesia,279285
20,0,French_Polynesia,279285
19,0,French_Polynesia,279285
18,0,French_Polynesia,279285
17,0,French_Polynesia,279285
16,0,French_Polynesia,279285
15,0,French_Polynesia,279285
14,0,French_Polynesia,279285
13,0,French_Polynesia,279285
12,0,French_Polynesia,279285
11,0,French_Polynesia,279285
10,0,French_Polynesia,279285
9,0,French_Polynesia,279285
8,0,French_Polynesia,279285
7,0,French_Polynesia,279285
6,0,French_Polynesia,279285
5,0,French_Polynesia,279285
4,0,French_Polynesia,279285
3,0,French_Polynesia,279285
2,0,French_Polynesia,279285
1,0,French_Polynesia,279285
30,185,Gabon,2172578
29,0,Gabon,2172578
28,0,Gabon,2172578
27,122,Gabon,2172578
26,131,Gabon,2172578
25,83,Gabon,2172578
24,134,Gabon,2172578
23,311,Gabon,2172578
22,0,Gabon,2172578
21,0,Gabon,2172578
20,88,Gabon,2172578
19,111,Gabon,2172578
18,115,Gabon,2172578
17,81,Gabon,2172578
16,570,Gabon,2172578
15,0,Gabon,2172578
14,0,Gabon,2172578
13,0,Gabon,2172578
12,88,Gabon,2172578
11,81,Gabon,2172578
10,47,Gabon,2172578
9,146,Gabon,2172578
8,0,Gabon,2172578
7,0,Gabon,2172578
6,146,Gabon,2172578
5,53,Gabon,2172578
4,99,Gabon,2172578
3,148,Gabon,2172578
2,0,Gabon,2172578
1,0,Gabon,2172578
30,2,Gambia,2347696
29,0,Gambia,2347696
28,1,Gambia,2347696
27,1,Gambia,2347696
26,1,Gambia,2347696
25,0,Gambia,2347696
24,1,Gambia,2347696
23,4,Gambia,2347696
22,0,Gambia,2347696
21,1,Gambia,2347696
20,0,Gambia,2347696
19,2,Gambia,2347696
18,0,Gambia,2347696
17,4,Gambia,2347696
16,2,Gambia,2347696
15,0,Gambia,2347696
14,0,Gambia,2347696
13,0,Gambia,2347696
12,0,Gambia,2347696
11,0,Gambia,2347696
10,0,Gambia,2347696
9,2,Gambia,2347696
8,0,Gambia,2347696
7,0,Gambia,2347696
6,0,Gambia,2347696
5,0,Gambia,2347696
4,0,Gambia,2347696
3,1,Gambia,2347696
2,0,Gambia,2347696
1,0,Gambia,2347696
30,2,Georgia,3996762
29,2,Georgia,3996762
28,3,Georgia,3996762
27,2,Georgia,3996762
26,2,Georgia,3996762
25,3,Georgia,3996762
24,3,Georgia,3996762
23,3,Georgia,3996762
22,10,Georgia,3996762
21,2,Georgia,3996762
20,1,Georgia,3996762
19,2,Georgia,3996762
18,5,Georgia,3996762
17,9,Georgia,3996762
16,0,Georgia,3996762
15,28,Georgia,3996762
14,8,Georgia,3996762
13,12,Georgia,3996762
12,4,Georgia,3996762
11,9,Georgia,3996762
10,6,Georgia,3996762
9,4,Georgia,3996762
8,0,Georgia,3996762
7,3,Georgia,3996762
6,4,Georgia,3996762
5,1,Georgia,3996762
4,0,Georgia,3996762
3,4,Georgia,3996762
2,13,Georgia,3996762
1,26,Georgia,3996762
30,498,Germany,83019213
29,262,Germany,83019213
28,256,Germany,83019213
27,687,Germany,83019213
26,477,Germany,83019213
25,630,Germany,83019213
24,587,Germany,83019213
23,503,Germany,83019213
22,537,Germany,83019213
21,687,Germany,83019213
20,601,Germany,83019213
19,770,Germany,83019213
18,580,Germany,83019213
17,345,Germany,83019213
16,378,Germany,83019213
15,192,Germany,83019213
14,247,Germany,83019213
13,348,Germany,83019213
12,258,Germany,83019213
11,555,Germany,83019213
10,318,Germany,83019213
9,350,Germany,83019213
8,214,Germany,83019213
7,301,Germany,83019213
6,407,Germany,83019213
5,507,Germany,83019213
4,394,Germany,83019213
3,342,Germany,83019213
2,213,Germany,83019213
1,333,Germany,83019213
30,0,Ghana,30417858
29,920,Ghana,30417858
28,597,Ghana,30417858
27,361,Ghana,30417858
26,460,Ghana,30417858
25,445,Ghana,30417858
24,414,Ghana,30417858
23,0,Ghana,30417858
22,443,Ghana,30417858
21,508,Ghana,30417858
20,274,Ghana,30417858
19,339,Ghana,30417858
18,397,Ghana,30417858
17,229,Ghana,30417858
16,0,Ghana,30417858
15,542,Ghana,30417858
14,304,Ghana,30417858
13,760,Ghana,30417858
12,0,Ghana,30417858
11,157,Ghana,30417858
10,291,Ghana,30417858
9,272,Ghana,30417858
8,176,Ghana,30417858
7,294,Ghana,30417858
6,283,Ghana,30417858
5,337,Ghana,30417858
4,251,Ghana,30417858
3,227,Ghana,30417858
2,0,Ghana,30417858
1,302,Ghana,30417858
30,0,Gibraltar,33706
29,1,Gibraltar,33706
28,0,Gibraltar,33706
27,0,Gibraltar,33706
26,0,Gibraltar,33706
25,0,Gibraltar,33706
24,0,Gibraltar,33706
23,0,Gibraltar,33706
22,0,Gibraltar,33706
21,0,Gibraltar,33706
20,0,Gibraltar,33706
19,0,Gibraltar,33706
18,0,Gibraltar,33706
17,0,Gibraltar,33706
16,0,Gibraltar,33706
15,0,Gibraltar,33706
14,0,Gibraltar,33706
13,0,Gibraltar,33706
12,0,Gibraltar,33706
11,0,Gibraltar,33706
10,0,Gibraltar,33706
9,1,Gibraltar,33706
8,1,Gibraltar,33706
7,0,Gibraltar,33706
6,1,Gibraltar,33706
5,0,Gibraltar,33706
4,1,Gibraltar,33706
3,2,Gibraltar,33706
2,1,Gibraltar,33706
1,8,Gibraltar,33706
30,14,Greece,10724599
29,10,Greece,10724599
28,23,Greece,10724599
27,22,Greece,10724599
26,11,Greece,10724599
25,8,Greece,10724599
24,15,Greece,10724599
23,21,Greece,10724599
22,10,Greece,10724599
21,19,Greece,10724599
20,10,Greece,10724599
19,24,Greece,10724599
18,55,Greece,10724599
17,14,Greece,10724599
16,13,Greece,10724599
15,9,Greece,10724599
14,4,Greece,10724599
13,20,Greece,10724599
12,20,Greece,10724599
11,10,Greece,10724599
10,9,Greece,10724599
9,52,Greece,10724599
8,17,Greece,10724599
7,13,Greece,10724599
6,15,Greece,10724599
5,15,Greece,10724599
4,0,Greece,10724599
3,19,Greece,10724599
2,1,Greece,10724599
1,2,Greece,10724599
30,0,Greenland,56660
29,0,Greenland,56660
28,0,Greenland,56660
27,0,Greenland,56660
26,0,Greenland,56660
25,0,Greenland,56660
24,0,Greenland,56660
23,0,Greenland,56660
22,0,Greenland,56660
21,0,Greenland,56660
20,0,Greenland,56660
19,0,Greenland,56660
18,0,Greenland,56660
17,0,Greenland,56660
16,0,Greenland,56660
15,0,Greenland,56660
14,0,Greenland,56660
13,0,Greenland,56660
12,0,Greenland,56660
11,0,Greenland,56660
10,0,Greenland,56660
9,0,Greenland,56660
8,0,Greenland,56660
7,0,Greenland,56660
6,0,Greenland,56660
5,0,Greenland,56660
4,0,Greenland,56660
3,0,Greenland,56660
2,0,Greenland,56660
1,0,Greenland,56660
30,0,Grenada,112002
29,0,Grenada,112002
28,0,Grenada,112002
27,0,Grenada,112002
26,0,Grenada,112002
25,0,Grenada,112002
24,0,Grenada,112002
23,0,Grenada,112002
22,0,Grenada,112002
21,0,Grenada,112002
20,0,Grenada,112002
19,0,Grenada,112002
18,0,Grenada,112002
17,0,Grenada,112002
16,0,Grenada,112002
15,0,Grenada,112002
14,0,Grenada,112002
13,0,Grenada,112002
12,0,Grenada,112002
11,0,Grenada,112002
10,0,Grenada,112002
9,0,Grenada,112002
8,0,Grenada,112002
7,0,Grenada,112002
6,0,Grenada,112002
5,0,Grenada,112002
4,0,Grenada,112002
3,0,Grenada,112002
2,0,Grenada,112002
1,0,Grenada,112002
30,4,Guam,167295
29,5,Guam,167295
28,0,Guam,167295
27,1,Guam,167295
26,16,Guam,167295
25,5,Guam,167295
24,1,Guam,167295
23,3,Guam,167295
22,0,Guam,167295
21,22,Guam,167295
20,0,Guam,167295
19,8,Guam,167295
18,4,Guam,167295
17,2,Guam,167295
16,1,Guam,167295
15,0,Guam,167295
14,0,Guam,167295
13,3,Guam,167295
12,0,Guam,167295
11,2,Guam,167295
10,0,Guam,167295
9,1,Guam,167295
8,0,Guam,167295
7,0,Guam,167295
6,0,Guam,167295
5,0,Guam,167295
4,2,Guam,167295
3,2,Guam,167295
2,0,Guam,167295
1,2,Guam,167295
30,479,Guatemala,17581476
29,533,Guatemala,17581476
28,569,Guatemala,17581476
27,209,Guatemala,17581476
26,800,Guatemala,17581476
25,279,Guatemala,17581476
24,771,Guatemala,17581476
23,624,Guatemala,17581476
22,390,Guatemala,17581476
21,246,Guatemala,17581476
20,641,Guatemala,17581476
19,617,Guatemala,17581476
18,545,Guatemala,17581476
17,434,Guatemala,17581476
16,427,Guatemala,17581476
15,354,Guatemala,17581476
14,509,Guatemala,17581476
13,421,Guatemala,17581476
12,340,Guatemala,17581476
11,355,Guatemala,17581476
10,364,Guatemala,17581476
9,447,Guatemala,17581476
8,263,Guatemala,17581476
7,307,Guatemala,17581476
6,331,Guatemala,17581476
5,394,Guatemala,17581476
4,174,Guatemala,17581476
3,250,Guatemala,17581476
2,249,Guatemala,17581476
1,348,Guatemala,17581476
30,0,Guernsey,64468
29,0,Guernsey,64468
28,0,Guernsey,64468
27,0,Guernsey,64468
26,0,Guernsey,64468
25,0,Guernsey,64468
24,0,Guernsey,64468
23,0,Guernsey,64468
22,0,Guernsey,64468
21,0,Guernsey,64468
20,0,Guernsey,64468
19,0,Guernsey,64468
18,0,Guernsey,64468
17,0,Guernsey,64468
16,0,Guernsey,64468
15,0,Guernsey,64468
14,0,Guernsey,64468
13,0,Guernsey,64468
12,0,Guernsey,64468
11,0,Guernsey,64468
10,0,Guernsey,64468
9,0,Guernsey,64468
8,0,Guernsey,64468
7,0,Guernsey,64468
6,0,Guernsey,64468
5,0,Guernsey,64468
4,0,Guernsey,64468
3,0,Guernsey,64468
2,0,Guernsey,64468
1,0,Guernsey,64468
30,9,Guinea,12771246
29,51,Guinea,12771246
28,31,Guinea,12771246
27,49,Guinea,12771246
26,37,Guinea,12771246
25,70,Guinea,12771246
24,116,Guinea,12771246
23,0,Guinea,12771246
22,28,Guinea,12771246
21,56,Guinea,12771246
20,63,Guinea,12771246
19,173,Guinea,12771246
18,29,Guinea,12771246
17,67,Guinea,12771246
16,40,Guinea,12771246
15,48,Guinea,12771246
14,58,Guinea,12771246
13,54,Guinea,12771246
12,114,Guinea,12771246
11,0,Guinea,12771246
10,42,Guinea,12771246
9,51,Guinea,12771246
8,48,Guinea,12771246
7,57,Guinea,12771246
6,69,Guinea,12771246
5,105,Guinea,12771246
4,42,Guinea,12771246
3,0,Guinea,12771246
2,73,Guinea,12771246
1,65,Guinea,12771246
30,0,Guinea_Bissau,1920917
29,0,Guinea_Bissau,1920917
28,58,Guinea_Bissau,1920917
27,0,Guinea_Bissau,1920917
26,0,Guinea_Bissau,1920917
25,0,Guinea_Bissau,1920917
24,0,Guinea_Bissau,1920917
23,15,Guinea_Bissau,1920917
22,0,Guinea_Bissau,1920917
21,29,Guinea_Bissau,1920917
20,0,Guinea_Bissau,1920917
19,20,Guinea_Bissau,1920917
18,0,Guinea_Bissau,1920917
17,32,Guinea_Bissau,1920917
16,0,Guinea_Bissau,1920917
15,0,Guinea_Bissau,1920917
14,71,Guinea_Bissau,1920917
13,0,Guinea_Bissau,1920917
12,0,Guinea_Bissau,1920917
11,0,Guinea_Bissau,1920917
10,0,Guinea_Bissau,1920917
9,21,Guinea_Bissau,1920917
8,0,Guinea_Bissau,1920917
7,0,Guinea_Bissau,1920917
6,22,Guinea_Bissau,1920917
5,7,Guinea_Bissau,1920917
4,0,Guinea_Bissau,1920917
3,0,Guinea_Bissau,1920917
2,17,Guinea_Bissau,1920917
1,66,Guinea_Bissau,1920917
30,5,Guyana,782775
29,0,Guyana,782775
28,0,Guyana,782775
27,15,Guyana,782775
26,6,Guyana,782775
25,3,Guyana,782775
24,1,Guyana,782775
23,21,Guyana,782775
22,1,Guyana,782775
21,0,Guyana,782775
20,0,Guyana,782775
19,12,Guyana,782775
18,0,Guyana,782775
17,12,Guyana,782775
16,0,Guyana,782775
15,0,Guyana,782775
14,0,Guyana,782775
13,1,Guyana,782775
12,2,Guyana,782775
11,0,Guyana,782775
10,2,Guyana,782775
9,0,Guyana,782775
8,0,Guyana,782775
7,1,Guyana,782775
6,0,Guyana,782775
5,0,Guyana,782775
4,0,Guyana,782775
3,0,Guyana,782775
2,0,Guyana,782775
1,1,Guyana,782775
30,86,Haiti,11263079
29,70,Haiti,11263079
28,55,Haiti,11263079
27,179,Haiti,11263079
26,114,Haiti,11263079
25,105,Haiti,11263079
24,113,Haiti,11263079
23,0,Haiti,11263079
22,134,Haiti,11263079
21,97,Haiti,11263079
20,64,Haiti,11263079
19,228,Haiti,11263079
18,141,Haiti,11263079
17,106,Haiti,11263079
16,132,Haiti,11263079
15,144,Haiti,11263079
14,224,Haiti,11263079
13,0,Haiti,11263079
12,145,Haiti,11263079
11,134,Haiti,11263079
10,124,Haiti,11263079
9,204,Haiti,11263079
8,262,Haiti,11263079
7,148,Haiti,11263079
6,284,Haiti,11263079
5,0,Haiti,11263079
4,133,Haiti,11263079
3,281,Haiti,11263079
2,102,Haiti,11263079
1,259,Haiti,11263079
30,0,Holy_See,815
29,0,Holy_See,815
28,0,Holy_See,815
27,0,Holy_See,815
26,0,Holy_See,815
25,0,Holy_See,815
24,0,Holy_See,815
23,0,Holy_See,815
22,0,Holy_See,815
21,0,Holy_See,815
20,0,Holy_See,815
19,0,Holy_See,815
18,0,Holy_See,815
17,0,Holy_See,815
16,0,Holy_See,815
15,0,Holy_See,815
14,0,Holy_See,815
13,0,Holy_See,815
12,0,Holy_See,815
11,0,Holy_See,815
10,0,Holy_See,815
9,0,Holy_See,815
8,0,Holy_See,815
7,0,Holy_See,815
6,0,Holy_See,815
5,0,Holy_See,815
4,0,Holy_See,815
3,0,Holy_See,815
2,0,Holy_See,815
1,0,Holy_See,815
30,736,Honduras,9746115
29,1075,Honduras,9746115
28,1013,Honduras,9746115
27,628,Honduras,9746115
26,795,Honduras,9746115
25,628,Honduras,9746115
24,587,Honduras,9746115
23,587,Honduras,9746115
22,519,Honduras,9746115
21,992,Honduras,9746115
20,519,Honduras,9746115
19,440,Honduras,9746115
18,643,Honduras,9746115
17,478,Honduras,9746115
16,320,Honduras,9746115
15,403,Honduras,9746115
14,323,Honduras,9746115
13,463,Honduras,9746115
12,309,Honduras,9746115
11,425,Honduras,9746115
10,485,Honduras,9746115
9,123,Honduras,9746115
8,172,Honduras,9746115
7,184,Honduras,9746115
6,91,Honduras,9746115
5,190,Honduras,9746115
4,163,Honduras,9746115
3,165,Honduras,9746115
2,160,Honduras,9746115
1,108,Honduras,9746115
30,3,Hungary,9772756
29,4,Hungary,9772756
28,11,Hungary,9772756
27,4,Hungary,9772756
26,9,Hungary,9772756
25,7,Hungary,9772756
24,0,Hungary,9772756
23,5,Hungary,9772756
22,8,Hungary,9772756
21,8,Hungary,9772756
20,5,Hungary,9772756
19,2,Hungary,9772756
18,1,Hungary,9772756
17,1,Hungary,9772756
16,1,Hungary,9772756
15,12,Hungary,9772756
14,11,Hungary,9772756
13,14,Hungary,9772756
12,12,Hungary,9772756
11,10,Hungary,9772756
10,3,Hungary,9772756
9,44,Hungary,9772756
8,0,Hungary,9772756
7,0,Hungary,9772756
6,16,Hungary,9772756
5,23,Hungary,9772756
4,0,Hungary,9772756
3,10,Hungary,9772756
2,45,Hungary,9772756
1,9,Hungary,9772756
30,1,Iceland,356991
29,1,Iceland,356991
28,0,Iceland,356991
27,2,Iceland,356991
26,1,Iceland,356991
25,2,Iceland,356991
24,0,Iceland,356991
23,0,Iceland,356991
22,0,Iceland,356991
21,0,Iceland,356991
20,1,Iceland,356991
19,2,Iceland,356991
18,0,Iceland,356991
17,1,Iceland,356991
16,1,Iceland,356991
15,0,Iceland,356991
14,2,Iceland,356991
13,1,Iceland,356991
12,0,Iceland,356991
11,0,Iceland,356991
10,0,Iceland,356991
9,0,Iceland,356991
8,1,Iceland,356991
7,0,Iceland,356991
6,0,Iceland,356991
5,0,Iceland,356991
4,0,Iceland,356991
3,0,Iceland,356991
2,0,Iceland,356991
1,0,Iceland,356991
30,18522,India,1366417756
29,19459,India,1366417756
28,19906,India,1366417756
27,18552,India,1366417756
26,17296,India,1366417756
25,16922,India,1366417756
24,15968,India,1366417756
23,14933,India,1366417756
22,14821,India,1366417756
21,15413,India,1366417756
20,14516,India,1366417756
19,13586,India,1366417756
18,12881,India,1366417756
17,10974,India,1366417756
16,10667,India,1366417756
15,11502,India,1366417756
14,11929,India,1366417756
13,11458,India,1366417756
12,10956,India,1366417756
11,9996,India,1366417756
10,9985,India,1366417756
9,9987,India,1366417756
8,9983,India,1366417756
7,9971,India,1366417756
6,9887,India,1366417756
5,9851,India,1366417756
4,9304,India,1366417756
3,8909,India,1366417756
2,8171,India,1366417756
1,8392,India,1366417756
30,1082,Indonesia,270625567
29,1198,Indonesia,270625567
28,1385,Indonesia,270625567
27,1240,Indonesia,270625567
26,1178,Indonesia,270625567
25,1113,Indonesia,270625567
24,1051,Indonesia,270625567
23,954,Indonesia,270625567
22,862,Indonesia,270625567
21,1226,Indonesia,270625567
20,1041,Indonesia,270625567
19,1331,Indonesia,270625567
18,1031,Indonesia,270625567
17,1106,Indonesia,270625567
16,1017,Indonesia,270625567
15,857,Indonesia,270625567
14,1014,Indonesia,270625567
13,1111,Indonesia,270625567
12,979,Indonesia,270625567
11,1240,Indonesia,270625567
10,1043,Indonesia,270625567
9,847,Indonesia,270625567
8,672,Indonesia,270625567
7,993,Indonesia,270625567
6,703,Indonesia,270625567
5,585,Indonesia,270625567
4,684,Indonesia,270625567
3,609,Indonesia,270625567
2,467,Indonesia,270625567
1,700,Indonesia,270625567
30,2536,Iran,82913893
29,2489,Iran,82913893
28,2456,Iran,82913893
27,2628,Iran,82913893
26,2595,Iran,82913893
25,2531,Iran,82913893
24,2445,Iran,82913893
23,2573,Iran,82913893
22,2368,Iran,82913893
21,2322,Iran,82913893
20,2615,Iran,82913893
19,2596,Iran,82913893
18,2612,Iran,82913893
17,2563,Iran,82913893
16,2449,Iran,82913893
15,2472,Iran,82913893
14,2410,Iran,82913893
13,2369,Iran,82913893
12,2238,Iran,82913893
11,2011,Iran,82913893
10,2095,Iran,82913893
9,2043,Iran,82913893
8,2364,Iran,82913893
7,2269,Iran,82913893
6,2886,Iran,82913893
5,3574,Iran,82913893
4,3134,Iran,82913893
3,3117,Iran,82913893
2,2979,Iran,82913893
1,2516,Iran,82913893
30,1749,Iraq,39309789
29,2140,Iraq,39309789
28,2069,Iraq,39309789
27,2054,Iraq,39309789
26,2437,Iraq,39309789
25,2200,Iraq,39309789
24,1826,Iraq,39309789
23,1808,Iraq,39309789
22,1646,Iraq,39309789
21,1870,Iraq,39309789
20,1635,Iraq,39309789
19,1463,Iraq,39309789
18,1554,Iraq,39309789
17,1385,Iraq,39309789
16,1106,Iraq,39309789
15,1259,Iraq,39309789
14,1180,Iraq,39309789
13,1095,Iraq,39309789
12,1261,Iraq,39309789
11,1146,Iraq,39309789
10,787,Iraq,39309789
9,1115,Iraq,39309789
8,1268,Iraq,39309789
7,1252,Iraq,39309789
6,1006,Iraq,39309789
5,672,Iraq,39309789
4,781,Iraq,39309789
3,519,Iraq,39309789
2,429,Iraq,39309789
1,260,Iraq,39309789
30,23,Ireland,4904240
29,2,Ireland,4904240
28,23,Ireland,4904240
27,9,Ireland,4904240
26,9,Ireland,4904240
25,5,Ireland,4904240
24,8,Ireland,4904240
23,4,Ireland,4904240
22,5,Ireland,4904240
21,6,Ireland,4904240
20,13,Ireland,4904240
19,14,Ireland,4904240
18,7,Ireland,4904240
17,13,Ireland,4904240
16,18,Ireland,4904240
15,8,Ireland,4904240
14,45,Ireland,4904240
13,12,Ireland,4904240
12,7,Ireland,4904240
11,16,Ireland,4904240
10,8,Ireland,4904240
9,6,Ireland,4904240
8,18,Ireland,4904240
7,20,Ireland,4904240
6,21,Ireland,4904240
5,31,Ireland,4904240
4,45,Ireland,4904240
3,4,Ireland,4904240
2,72,Ireland,4904240
1,61,Ireland,4904240
30,0,Isle_of_Man,84589
29,0,Isle_of_Man,84589
28,0,Isle_of_Man,84589
27,0,Isle_of_Man,84589
26,0,Isle_of_Man,84589
25,0,Isle_of_Man,84589
24,0,Isle_of_Man,84589
23,0,Isle_of_Man,84589
22,0,Isle_of_Man,84589
21,0,Isle_of_Man,84589
20,0,Isle_of_Man,84589
19,0,Isle_of_Man,84589
18,0,Isle_of_Man,84589
17,0,Isle_of_Man,84589
16,0,Isle_of_Man,84589
15,0,Isle_of_Man,84589
14,0,Isle_of_Man,84589
13,0,Isle_of_Man,84589
12,0,Isle_of_Man,84589
11,0,Isle_of_Man,84589
10,0,Isle_of_Man,84589
9,0,Isle_of_Man,84589
8,0,Isle_of_Man,84589
7,0,Isle_of_Man,84589
6,0,Isle_of_Man,84589
5,0,Isle_of_Man,84589
4,0,Isle_of_Man,84589
3,0,Isle_of_Man,84589
2,0,Isle_of_Man,84589
1,0,Isle_of_Man,84589
30,686,Israel,8519373
29,334,Israel,8519373
28,621,Israel,8519373
27,400,Israel,8519373
26,356,Israel,8519373
25,532,Israel,8519373
24,430,Israel,8519373
23,304,Israel,8519373
22,145,Israel,8519373
21,294,Israel,8519373
20,303,Israel,8519373
19,142,Israel,8519373
18,257,Israel,8519373
17,299,Israel,8519373
16,217,Israel,8519373
15,113,Israel,8519373
14,132,Israel,8519373
13,175,Israel,8519373
12,346,Israel,8519373
11,87,Israel,8519373
10,179,Israel,8519373
9,174,Israel,8519373
8,132,Israel,8519373
7,77,Israel,8519373
6,144,Israel,8519373
5,133,Israel,8519373
4,87,Israel,8519373
3,123,Israel,8519373
2,148,Israel,8519373
1,59,Israel,8519373
30,126,Italy,60359546
29,174,Italy,60359546
28,175,Italy,60359546
27,255,Italy,60359546
26,296,Italy,60359546
25,577,Italy,60359546
24,113,Italy,60359546
23,221,Italy,60359546
22,224,Italy,60359546
21,264,Italy,60359546
20,-148,Italy,60359546
19,331,Italy,60359546
18,328,Italy,60359546
17,210,Italy,60359546
16,301,Italy,60359546
15,338,Italy,60359546
14,346,Italy,60359546
13,163,Italy,60359546
12,379,Italy,60359546
11,202,Italy,60359546
10,283,Italy,60359546
9,280,Italy,60359546
8,197,Italy,60359546
7,270,Italy,60359546
6,518,Italy,60359546
5,177,Italy,60359546
4,321,Italy,60359546
3,318,Italy,60359546
2,178,Italy,60359546
1,355,Italy,60359546
30,2,Jamaica,2948277
29,6,Jamaica,2948277
28,4,Jamaica,2948277
27,2,Jamaica,2948277
